00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,0,0,0,1
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,4,0,0,9
00000,8,11,0,0,1
00000,1,11,0,0,1
00000,1,11,0,0,1
00000,1,11,0,0,1
00000,1,11,0,0,1
00000,1,11,0,0,1
00000,1,11,0,0,1
00000,1,13,0,0,1
00000,1,13,0,0,1
00000,1,13,0,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
00000,1,0,255,0,1
