22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
22,2,5,634,168,530059078,120,120,50,1
